,description_x,description_y,similarity
1550,bofi holding,bofi holdings inc com,0.1673469387755102
1551,vanguard global ex-us real estate etf,vanguard global ex u s real estate index fd etf,0.13265306122448978
1552,pimco total return fund cl p,pimco total return admin,0.19047619047619047
1553,vanguard intermediate-term investment-grade fund admiral shares,vanguard int term inv grade,0.012558869701726844
1554,vanguard short term investment grade fund admiral,vanguard short-term investment-grade fund investor shares,0.08928571428571429
1555,bhp billiton ltd sponsored adr,bhp billiton limited adr,0.14842300556586271
1556,guggenheim bulletshares 2017,guggenheim bulletshares 2017 corporate b,0.11930926216640503
1557,arm holdings plc-spons adr,arm holdings plc ads rep 3 ord gbp0.05,0.06874328678839957
1558,ishares tr intl trea bd etf,ishares intl treasury bond etf,0.1673469387755102
1559,dfa emerging markets core,dfa emerging markets core equity,0.2193877551020408
1560,sector financial select sector spdr etf,select financial etf,0.04591836734693877
1561,valero energy corp,valero energy corp new -,0.2565597667638484
1562,american capital world grth & inc a,american funds cap wld gr&inc a,0.09795918367346938
1563,vanguard growth,vanguard growth etf iv,0.2193877551020408
1564,leucadia national,leucadia national co,0.4795918367346939
1565,salesforce.com inc com,salesforce com,0.19047619047619047
1566,berkshire hathaway class b,berkshire hathawayinc del cl b new,0.11930926216640503
1567,invesco real estate fund class a,fa real estate a,0.06874328678839957
1568,powershares global exchange traded fd tr emerging markets so,powershares emerging markets sovereign debt etf,0.015444015444015448
1569,vanguard intl equity index fds ftse emerging mkts etf,vanguard emerging markets etf (vwo),0.017006802721088433
1570,vanguard intermediate-term treasury fund admiral shares,vanguard intermediate-term treasury inv,0.06874328678839957
1571,vanguard high yield corp bd-inv,vanguard high-yield corporate fund admiral shares,0.04591836734693877
1572,the exone company,exone co com,0.1673469387755102
1573,dfa real estate securities fund institutional class,dfa real estate securities port,0.04591836734693877
1574,edwards lifesciences,edwards lifesciences corp,0.3061224489795918
1575,ishares 20+ year,ishares tr 20 yr tr bd etf,0.09795918367346938
1576,zynga inc.,zynga inc,1.0
1577,fid diversifd intl k,fidelity diversified international fund class k,0.03352769679300291
1578,american europacific growth,af europac growth r5,0.09795918367346938
1579,textron inc,textron incorporated,0.1673469387755102
1580,oppenheimer developing markets,opp developing mkt i,0.10787172011661807
1581,lululemon athletica,lululemon athletica inc com,0.19047619047619047
1582,vanguard reit etf div: 3.124,vanguard reit index etf (vnq),0.09795918367346938
1583,metropolitan west total return bond m,metwest tot rtn bd i,0.06874328678839957
1584,vanguard ttl bnd mrk indx inst,vanguard bond index total mkt investor,0.058309037900874626
1585,google inc class a vtg voting shares,google inc cl a,0.05380333951762523
1586,oppenheimer dev markets class a,oppen developing mkts a,0.06874328678839957
1587,growth fund of america class a - american funds m/f,growth fund of america cl a,0.04244897959183674
1588,vanguard institutional index,vanguard institl index,0.2565597667638484
1589,ishares russell midcap growth,ishares russell mid cap grw etf iv,0.19047619047619047
1590,vanguard shrt trm invmnt grd-inv,vanguard short-term invest-grade,0.13265306122448978
1591,baxalta inc,baxalta inc com,0.3755102040816327
1592,time warner inc new div: 1.610,time warner inc.,0.09795918367346938
1593,vanguard small cap index - a,vang sm cap idx inst,0.10787172011661807
1594,microsoft corporation cmn,microsoft corp,0.13265306122448978
1595,vanguard short-term bond index fund,vanguard short term bond fund,0.2193877551020408
1596,vanguard small cap index fund - admiral,vanguard smallcap index fund,0.13265306122448978
1597,taser intl inc com,taser international inc com,0.1673469387755102
1598,charles schwab new div: 0.240,the charles schwab corp,0.06874328678839957
1599,apple inc aapl,apple inc,0.3061224489795918
1600,health care select sector,select sector health care spd etf iv,0.0392464678178964
1601,oppenheimer developing markets fnd y,oppenheimer developing markets y,0.3755102040816327
1602,vanguard gnma fund admiral shares,vanguard gnma fund investor shares,0.19047619047619047
1603,vanguard index fds s&p 500 etf,vanguard index funds s&p 500 etf,0.6530612244897959
1604,ishares msci emerging markets,harding loevner emerging markets adv cl,0.058309037900874626
1605,blackrock high yield bond portfolio svc,blackrock high yield bond instl,0.13265306122448978
1606,nicholas fd inc com,nicholas fund inc,0.2565597667638484
1607,vanguard total intl bond etf,vanguard total international bond etf,0.1673469387755102
1608,mondelez intl class a,mondelez international inc-a,0.09795918367346938
1609,templeton global bond fund advisor class,tmpl global bond r6,0.049689440993788817
1610,boeing company,boeing co/the,0.3061224489795918
1611,columbia income opps a,columbia income opportunities a,0.1673469387755102
1612,vanguard ca inter term tax-exempt fd inv shrs,vanguard california intermediate-term tax-exempt fund investor shares,0.0392464678178964
1613,american funds europacific gr r6,american funds europacific growth r6,0.3755102040816327
1614,ishares tr russell mid-cap etf,ishares russell midcap,0.19047619047619047
1615,amer fds europacific f2,american europacific growth fund cl f2,0.06326530612244899
1616,wisdomtree investments inc com,wisdomtree investments inc,0.3755102040816327
1617,american funds new perspective f,american fd new perspective cl f1,0.2193877551020408
1618,"apple, inc. cmn",apple inc.,0.3061224489795918
1619,vanguard total bond market index admiral,vang tot bd mk is pl,0.049689440993788817
1620,vanguard ftse emerging mark etf iv,vanguard ftse emerging markets,0.3061224489795918
1621,dominion resources inc/va,dominion resources inc,0.4795918367346939
1622,vanguard short term invt grade admiral,vanguard short-term invest-grade,0.11930926216640503
1623,vanguard target retirement 2035 fund investor shares,vanguard target retirement 2035 fund,0.08163265306122448
1624,vanguard dividend appreciation etc,vanguard dividend appreciation,0.3755102040816327
1625,fifth street finance corp com,fifth street finance corp,0.3755102040816327
1626,precision drilling corp com,precision drilling corp,0.3755102040816327
1627,vanguard total bond index adm,vanguard bond index total mkt investor,0.05380333951762523
1628,ishares 20 pls year treasury bnd etf,ishares 20+ year treasury bo,0.14842300556586271
1629,intel corp,intel,0.3061224489795918
1630,visa inc cl a,visa inc cl a class a,0.19047619047619047
1631,terex corporation new,denso corporation adr,0.2193877551020408
1632,spartan extended mkt index fid adv class,fidelity spartan extended mkt index inv,0.058309037900874626
1633,invesco growth & income fund cl y,invesco growth and income fund (class y),0.19047619047619047
1634,zillow group inc cl a,zillow group inc shs cl c,0.3061224489795918
1635,oppenheimer developing markets y fund,oppenhmr develpng mkts y,0.10787172011661807
1636,deut real estate r6,deutsche real estate securities fund - class a,0.03096410978184377
1637,facebook inc,facebook inc class a common stock,0.05380333951762523
1638,af europac growth r6,american funds europacific growth fund,0.058309037900874626
1639,vanguard 500 index,vanguard 500 index inv,0.3755102040816327
1640,american express co div: 1.160,american express co,0.13265306122448978
1641,vanguard target retirement 2045 inv,vanguard target retirement 2045 fund investor shares,0.0748299319727891
1642,spdr dow jones industrial avrg etf,spdr dow jones indl average etf tr unit ser 1,0.049689440993788817
1643,concho res inc,concho res incorporated,0.1673469387755102
1644,vanguard short term bond index investor,vang st bd idx is pl,0.049689440993788817
1645,priceline group inc,priceline group,0.3755102040816327
1646,metwest tot rtn bd m,metropolitan west fds total ret cl i,0.05380333951762523
1647,vanguard mid cap index fd,vanguard mid capitalization index fund,0.10787172011661807
1648,unitedhealth gp inc div: 2.000,unitedhealth group inc,0.09795918367346938
1649,professionally mgd ptfl akre focus retail cl,akre focus fund retail,0.02226345083487941
1650,harding loevner emerg mrkts port adv,harding loevner emerging markets adv cl,0.11930926216640503
1651,ishares tips bond etf div: 0.369,ishares tr tips bd etf,0.08163265306122448
1652,royal dutch shell adr ea rep 2 cl a eur0.07,royal dutch shell plc,0.04591836734693877
1653,pim real return inst,pimco real return fd cl d,0.1673469387755102
1654,energy transfer prtnrs l p unit ltd partn,cheniere energy partners lp com,0.02857142857142857
1655,boston beer company inc cl a,boston beer inc cl a,0.19047619047619047
1656,facebook inc.,facebook inc class a common stock,0.05380333951762523
1657,vang tot bd mk is pl,vanguard total bond market index inv,0.06326530612244899
1658,first trust ipox-100 index etf,first trust us ipo index fund,0.11930926216640503
1659,vanguard small-cap index fund admiral shares,vnguard index trust small cap idx instl,0.026333113890717574
1660,alphabet inc. cl c,google inc cl c,0.19047619047619047
1661,cisco systems inc com,cisco systems inc,0.3755102040816327
1662,american mutual fund,amer funds american mutual fund class f2,0.058309037900874626
1663,pnc financial services group cmn,pnc fincl services group,0.19047619047619047
1664,restaurant brands intl inc,restaurant brands international,0.19047619047619047
1665,syngenta ag - adr,syngenta ag adr,0.6530612244897959
1666,vanguard index fds vanguard small cap value vipers formerly vanguard,vanguard crsp us small cap value ind et,0.01396348012889366
1667,"salesforce.com, inc cmn",salesforce com,0.14842300556586271
1668,schlumberger ltd div: 2.000,schlumberger ltd com,0.14842300556586271
1669,vanguard small-cap value index fund,vang sm val idx inv,0.06874328678839957
1670,vanguard short-term investment-grade fund investor shares,vang st invstgrd inv,0.01396348012889366
1671,fedex corp div: 1.000,fedex corp delaware com,0.13265306122448978
1672,schwab funda emg mkts large com etf,schwab strategic tr schwab fundamental emerging mkts large c,0.01396348012889366
1673,pimco total return instl,pimco total return fund cl p,0.2193877551020408
1674,wisdomtree emerging markets smallcap dividend fund,wisdomtree tr emerging mkts isin #us6 sedol #b28vh85,0.03096410978184377
1675,vanguard target retirement 2055 fund,vanguard target retire 2055,0.1673469387755102
1676,ishares msci eafe value inx,ishares tr eafe value etf,0.2193877551020408
1677,vanguard intl equity index fd inc ftse all-world ex-us index,vanguard intl equity index,0.018658892128279883
1678,ford mtr co,ford mtr co del com,0.19047619047619047
1679,exxon mobil corporation,exxon mobil corp,0.2193877551020408
1680,coca-cola co/the,coca cola co,0.3061224489795918
1681,qlik technologies inc.,keysight technologies inc com,0.13265306122448978
1682,anadarko pete corp com,anadarko petroleum,0.19047619047619047
1683,vanguard specialized portfolios div appreciation index fd viper shs,vanguard specialized portfolios div appreciation index fd vi,0.2193877551020408
1684,vang target ret 2040,vanguard target retirement 2040 fund investor shares,0.02226345083487941
1685,blackrock high yld bd port cl k,blackrock high yield bond instl,0.13265306122448978
1686,parnassus core equity investor,parnassus core eqty fd inv,0.14842300556586271
1687,j p morgan chase & co,jpmorgan chase & co,0.6530612244897959
1688,vanguard emerging markets etf,vanguard ftse emerging markets,0.1673469387755102
1689,bank america corp,bank of america corp.,0.3755102040816327
1690,trp growth stock,t. rowe price growth stock fd,0.10787172011661807
1691,templeton global bd fd adv,tmpl global bond r6,0.13265306122448978
1692,vanguard total bond market index-admiral,vanguard ttl bnd mrk indx inst,0.09795918367346938
1693,ambarella inc com usd0.00045,ambarella inc ord (cayman isl),0.08928571428571429
1694,leapfrog enterprises inc,leapfrog enterprises inc cl a,0.3061224489795918
1695,vnguard total bond market index adm,vanguard total bond market index-admiral,0.2565597667638484
1696,new world ? cl 529 a,new world fund,0.14842300556586271
1697,california wtr svc group inc,ca water service grp,0.058309037900874626
1698,pimco total return fd cl c,pimco total return fund adm,0.2565597667638484
1699,spdr barclays high yieldbond etf,spdr barclays high yield bond (jnk),0.2565597667638484
1700,leapfrog enterprises class a,leapfrog enterprises inc cl a,0.2565597667638484
1701,amer express company,american express co,0.1673469387755102
1702,jacobs engr group inc del com isin #us4698141078 sedol #2469,jacobs engr group inc,0.01122448979591837
1703,banco latinoamercano f,banco latinoamercano fde comerico exterior s a,0.04244897959183674
1704,energy transfer partners lp com,energy transfer partners l p unit ltd partnership int,0.0392464678178964
1705,ishares 7-10 yr treasry bd etf div: 1.973,ishares 7-10 year treasury bond etf,0.08163265306122448
1706,glaxosmithkline plc sponsored adr,glaxosmithkline plc-adr,0.13265306122448978
1707,hartford finl svc gp,hartford finl svcs group inc,0.19047619047619047
1708,microsoft corp div: 1.440,microsoft corp com,0.14842300556586271
1709,amgen inc,amgen incorporated,0.1673469387755102
1710,ishares trust core s&p small-cap etf,ishares core s&p small-cap etf,0.2565597667638484
1711,vanguard strategic equity investor,vang strategic eq,0.0748299319727891
1712,vanguard sml-cap ind-adm,vang sm cap idx inst,0.10787172011661807
1713,growth fund of america class a - american funds m/f,the growth fund of america,0.02040816326530612
1714,verizon communications inc,verizon communications,0.3755102040816327
1715,zillow group inc cl a isin #us8 sedol #bvyjbr3,zillow group inc shs cl c,0.04244897959183674
1716,t. rowe price retirement 2045 fund,t. rowe price retirement 2045,0.3061224489795918
1717,american funds new world f,american fd new world fd cl f1,0.14842300556586271
1718,hodges small cap retail,fid small cap stock,0.14842300556586271
1719,cohen & steers real est secs i,cohen & steers real estate secs i,0.4795918367346939
1720,cerner corp stock,cerner corp,0.2565597667638484
1721,goldman sachs mgd futures strat a,aqr managed futures strategy fund class i,0.03628117913832199
1722,ford motor company,ford mtr co,0.2193877551020408
1723,vanguard ftse emerging markets div: 1.066,vanguard ftse emerg mkts etf,0.08163265306122448
1724,"yum brands, inc. cmn",yum! brands inc,0.2193877551020408
1725,vanguard short term invt grade admiral,vanguard shrt trm invmnt grd-inv,0.10787172011661807
1726,gopro inc class a,gopro inc-class a,1.0
1727,vnguard total bond market index adm,vang tot bd mk is pl,0.058309037900874626
1728,chemours co com div: 0.120,chemours co com,0.13265306122448978
1729,priceline group,the priceline group inc,0.19047619047619047
1730,artisan international value fund # 1466 closed to new,artisan intl value fund inv,0.03096410978184377
1731,dreamworks animation class a,dreamworks animation skg cl a,0.2565597667638484
1732,vanguard high yield corp bd-inv,vanguard high yield corp fund admiral share,0.08163265306122448
1733,pimco total return fund instl cl,pimco total return fund adm,0.19047619047619047
1734,dfa intl small cap value port instl,delaware small cap core inst,0.08163265306122448
1735,chicago bridge & iron company n v,chicago bridge & iron company n.v. eur0.01 reg,0.09795918367346938
1736,bristol-myers squibb co,bristol myers squibb co,1.0
1737,vanguard ttl bnd mrk indx inst,vang tot bd mk is pl,0.08928571428571429
1738,alphabet inc cl a,google inc class a,0.14842300556586271
1739,the kraft heinz company,kraft heinz company,0.3755102040816327
1740,dfa intl value ptf,dfa international value portfolio,0.08928571428571429
1741,vanguard total bond index adm,vanguard total bond market index fund institutional plus shares,0.015444015444015448
1742,aqr managed futures strategy r6,aqr aqr mngd futures strategy i,0.1673469387755102
1743,vanguard small cap etf iv,vanguard index fds vanguard small cap vipers formerly vangua,0.012558869701726844
1744,procter & gamble co com,procter & gamble co,0.3755102040816327
1745,honeywell intl inc com,honeywell intl inc del,0.4795918367346939
1746,vanguard crsp us mid cap value inde etf,vanguard mid-cap value etf,0.09795918367346938
1747,pimco income instl,pimco fds income instl,0.3755102040816327
1748,amerisource bergen corp com,amerisourcebergen corp,0.3061224489795918
1749,polaris industries inc com,polaris inds inc com,0.2565597667638484
1750,pimco real return insitutional,pimco real return class d,0.11930926216640503
1751,vang tot bd mkt inst,vanguard total bond market index fund investor shares,0.02040816326530612
1752,metropolitan west totret bdm,metropolitan west fds total ret cl i,0.13265306122448978
1753,templeton global bond fund cl a,templeton global bd r,0.13265306122448978
1754,vm mid-cp core gr y,victory munder mid cap core growth fund cl y,0.03628117913832199
1755,vanguard short term bond index investor,vanguard short-term bond index fund admiral shares,0.0748299319727891
1756,templeton global bond fund cl advisor,tmpl global bond r6,0.058309037900874626
1757,michael kors holdings ltd com npv,michael kors holdings com,0.19047619047619047
1758,vanguard total bond market index adm,vanguard bond index total mkt investor,0.05380333951762523
1759,vanguard total bond market idx-adm,vanguard total bond market index fund institutional plus,0.0392464678178964
1760,dfa u s large cap value instl cl,dfa us large cap value prtf instl,0.1673469387755102
1761,chevron corporation,chevron corporation cmn,0.3755102040816327
1762,ishares core us agg bnd,ishares barclays aggregate bond fund,0.06874328678839957
1763,proshares ultra nasdaq,proshares ultra nasdaq biotechnology,0.09795918367346938
1764,wasatch frontier emerging small co's,wasatch frontier emrg sm countries inv,0.0748299319727891
1765,oppenheimer developing markets (odvnx),oppenheimer developing markets fund - class r,0.10787172011661807
1766,colgate palmolive co,colgate palmolive co com,0.3755102040816327
1767,hain celestial group inc com,hain celestial group inc,0.3755102040816327
1768,jpmorgan chase & co div: 1.760,jpmorgan chase & co com,0.14842300556586271
1769,powershares qqq nasdaq 100,powershares qqq trust srs 1 etf,0.11930926216640503
1770,first dorsey wright focus 5 etf,first tr exchange traded fd vi dorsey wrt 5 etf,0.02857142857142857
1771,pepsico incorporated,pepsico inc com,0.19047619047619047
1772,powershares qqq trust se 1,powershares qqq,0.13265306122448978
1773,goldman sachs mangd futures strategy a,aqr managed futures strategy fund class i,0.0392464678178964
1774,vanguard intermediate-term bond index fund admiral shares,vanguard inter-term bond index port inv,0.04244897959183674
1775,accenture,accenture plc fclass a,0.10787172011661807
1776,loomis sayles bond instl,loomis sayles mlti-asset inc a,0.10787172011661807
1777,aqr managed futures strategy fund class i,aqr aqr mngd futures strategy i,0.06874328678839957
1778,vanguard equity income - a,vang equity inc adm,0.14842300556586271
1779,dfa emerging markets value,dfa emerg mkts val i,0.19047619047619047
1780,schwab strategic tr us reit etf,charles schwab us reit etf,0.08928571428571429
1781,zynga inc com,zynga inc.,0.3755102040816327
1782,omega healthcare investors inc com,omega healthcare investors inc ohi,0.4795918367346939
1783,harris oakmark international fund cl i,oakmark intl cl i,0.05380333951762523
1784,markel corp com,markel corp,0.3755102040816327
1785,wal-mart stores inc.,wal-mart stores inc com isin #us9 sedol #2936921,0.02857142857142857
1786,under armour inc-class a,under armour inc com class a,0.3061224489795918
1787,new perspective fund cl a,new perspective fund,0.3061224489795918
1788,costco wholesale corporation com,costco wholesale crp del,0.13265306122448978
1789,chipotle mexican grill inc com isin #us9 sedol #b0x7dz3,chipotle mexican grl,0.017006802721088433
1790,blackrock high yield municipal instl,blackrock low duration bond instl,0.06874328678839957
1791,visa inc com cl a,salesforce com inc com,0.08928571428571429
1792,sector spdr tr shs ben int financial,sector spdr financial,0.08928571428571429
1793,intl business machines corp,intl business mach,0.1673469387755102
1794,vanguard mid cap etf,vanguard mid-cap etf,1.0
1795,pim total rt inst,pimco total return fd cl c,0.10787172011661807
1796,express scripts holding co com,express scripts hldg co,0.2193877551020408
1797,dineequity incorporated,dineequity inc,0.1673469387755102
1798,schwab health care,schwab health care fund,0.3061224489795918
1799,vanguard short-term bond index fund admiral shares,vanguard short-term bond index,0.058309037900874626
1800,vanguard index fds vanguard small cap vipers formerly vanguard index tr,vanguard crsp us small cap index,0.0054421768707483015
1801,vanguard ttl bond mkt idx adm,vanguard total bond market index,0.13265306122448978
1802,amn healthcare svcs inc,amn healthcare services inc,0.3755102040816327
1803,t. rowe price health sciences,health sciences fund,0.06326530612244899
1804,american century tax-free bond inv,american century infl adj bd inv,0.14842300556586271
1805,vanguard total bond market index fund institutional shares,vanguard bond index total mkt investor,0.02040816326530612
1806,lazard int'l strategic equity,lazard intl strategic equity open shares,0.10787172011661807
1807,chevron texaco corp,chevron corporation cmn,0.11930926216640503
1808,oneok partners lp unit ltd partnership,oneok partners l p unit ltd partnership,1.0
1809,first eagle sogen glbl a,first eagle global fund class a (10%),0.06326530612244899
1810,fid conservative income bond fund,fidelity conservativ income bond fd cl i,0.11930926216640503
1811,sptn glb xus idx ins,spartan global ex us index fid adv cl,0.06326530612244899
1812,vanguard crsp us large cap value ind et,vanguard value etf,0.04591836734693877
1813,ishares nationl amt freemuni etf,ishares tr nat amt free bd,0.10787172011661807
1814,galena biopharma com,galena biopharma incorporated,0.14842300556586271
1815,vgrd ftse all wrld ex us sml cap etf,vanguard ftse all world ex us small cap etf,0.2193877551020408
1816,keycorp inc,keycorp,0.3755102040816327
1817,spdr barclays intermediate term corporate bond etf,spdr barclays intermediate term cor,0.08928571428571429
1818,microsoft corporation cmn,microsoft corp com,0.1673469387755102
1819,first eagle global fund class i,first eagle sogen-i,0.08163265306122448
1820,vanguard extended market index institutional class,vanguard extended market idx adm,0.058309037900874626
1821,emerald growth a,emerald gwth fd cl a,0.19047619047619047
1822,vanguard total bond market index admiral,vang tot bd mkt inst,0.049689440993788817
1823,ford motor com,ford motor company,0.3755102040816327
1824,sprott physical gold etv,sprott physical gold trust,0.3061224489795918
1825,chicago bridge & iron company n v,chicago bridge & iron co nv,0.2565597667638484
1826,salesforce.com,salesforce com,1.0
1827,pimco total return fund instl cl,fund: pimco total return admin,0.08163265306122448
1828,brocade communications sys inc com new,brocade communs sys,0.06326530612244899
1829,becton dickinson&co,becton dickinson co,1.0
1830,unitedhealth group inc -,unitedhealth group,0.2565597667638484
1831,doubleline emerging markets fixed inc n,doubleline emrg mkts incm fd cl i,0.08163265306122448
1832,zynga inc com usd0.00000625 class a,zynga inc com,0.049689440993788817
1833,vanguard short term investment grade fund admiral,vang st invstgrd inv,0.02423469387755102
1834,coca cola co div: 1.400,coca-cola co,0.11930926216640503
1835,pimco total return fund cl p,mainstay retirement 2050 fund (class i),0.04244897959183674
1836,glaxosmithkline adr each cnv into 2 ord gbp0.25,glaxosmithkline plc (britain),0.03352769679300291
1837,vanguard short term bond index investor,vanguard bond index fund short term portfolio,0.03096410978184377
1838,templeton global macro group advisor cl,tmpl global bond r6,0.04244897959183674
1839,vanguard extended market index fund institutional shares,vanguard ext. market idx adm,0.02423469387755102
1840,ishares silver trust,ishares silver tr ishares,0.2193877551020408
1841,vanguard ftse emerging markets,vanguard emerging markets index fund,0.08163265306122448
1842,ishares barclays aggregate bond fund,ishares core u s aggregate bond etf,0.14842300556586271
1843,pimco total return active exchange-traded fund,pimco total return active etf,0.0748299319727891
1844,s&p 500 index spdr,spdr tr s&p 500 etf tr,0.08163265306122448
1845,cvs health corporation,cvs health corp,0.2193877551020408
1846,mcdonalds corp,mc donalds corp,1.0
1847,celgene corp com,celgene corp,0.3755102040816327
1848,alphabet inc shs cl c,alphabet inc,0.1673469387755102
1849,columbia strategic income (cosix),columbia strategic income cl a,0.2565597667638484
1850,coca-cola co (the),coca-cola,0.1673469387755102
1851,new perspective fund cl a,american funds new perspective fund class a,0.06874328678839957
1852,american funds growth and income portfolio,american funds balanced portfolio,0.09795918367346938
1853,vanguard small cap value etf,vbr:vanguard small-cap value etf,0.3061224489795918
1854,coca cola co,coca-cola,0.3755102040816327
1855,schlumberger ltd f,schlumberger ltd slb,0.4795918367346939
1856,johnson & johnson,johnson & johnson jnj,0.3755102040816327
1857,google inc class c,alphabet inc shs cl c,0.10787172011661807
1858,dfa us targeted value,dfa us targeted value fund,0.3061224489795918
1859,constellation brand class a,constellation brands inc cl a,0.2193877551020408
1860,halyard health inc com,halyard health inc,0.3755102040816327
1861,pimco inv grade corp bond instl,fid conservative income bond fund,0.05380333951762523
1862,ishares russell mid-cap etf,ishares russell midcap,0.3061224489795918
1863,humana inc com,humana inc,0.3755102040816327
1864,pimco income fd i,pimco income administrative,0.11930926216640503
1865,pimco total ret fd instl,pimco total return fund cl d,0.14842300556586271
1866,spdr fund consumer discre sel etf iv,select sector spdr trust consumer dis select index,0.03096410978184377
1867,alibaba group hldg ltd adr,alibaba grp sp adr (cayman islands),0.06326530612244899
1868,vanguard total bond market index adm,vanguard total bond market idx instl pls,0.14842300556586271
1869,vang 500 index adm,vanguard 500 index fund - admiral class,0.05380333951762523
1870,vanguard small-cap index adm,vanguard sml-cap ind-adm,0.3061224489795918
1871,vanguard 500 index,vanguard 500 index investor cl,0.11930926216640503
1872,merck & co inc. com,merck & co inc new com div: 1.840,0.08928571428571429
1873,mccormick & co-non vtg shrs,mccormick &co inc com non vtg isin #us4 sedol #2550161,0.026333113890717574
1874,transdigm group inc com,transdigm group inc com isin #us8936411003 sedol #b11fjk3,0.018658892128279883
1875,vanguard intrmd-term bond index adm,vanguard intermediate-term bond index fund investor shares,0.0392464678178964
1876,spdr nuveen s&p high yield muni etf,spdr s&p hi yld mun bd fd,0.08163265306122448
1877,pimco total return fund instl cl,pimco total return a,0.10787172011661807
1878,time warner inc.,time warner inc,1.0
1879,ishares barclays tips bond,ishares tr tips bd etf,0.11930926216640503
1880,qep resources inc com,gopro inc cl a,0.10787172011661807
1881,under armour inc cl a,under armour inc class a,0.4795918367346939
1882,american axle & mfg holdings c om,american axle&mfg hldgs,0.14842300556586271
1883,pimco total return fund - class r,fund: pimco total return admin,0.06326530612244899
1884,pnc financial services,pnc financial srvcs,0.4795918367346939
1885,vanguard interm-term investment-grde adm,vanguard intermediate-term investment-grade fund admiral shares,0.04591836734693877
1886,oneok inc.,oneok inc,1.0
1887,vanguard index trust mid capitalization stk port,vanguard mid-cap index fund investor shares,0.02226345083487941
1888,select financial etf,sector spdr financial,0.10787172011661807
1889,timken co,timken co cmn,0.3755102040816327
1890,fidelity spartan extnd mkt idx advtg,sptn ext mkt idx inv,0.06874328678839957
1891,under armour inc.,under armour inc cl a,0.3061224489795918
1892,baidu inc fadr 1 adr reps 0.1 ord shs,baidu inc adr,0.04244897959183674
1893,vanguard total bond mkt,vanguard bd index fd inc total bd market etf,0.0392464678178964
1894,pimco inv grade corp bond instl,pimco investment grade corporate bond fund - class a,0.04244897959183674
1895,"vanguard small cap index, adm",vang sm cap idx inst,0.09795918367346938
1896,first solar inc com,first solar inc,0.3755102040816327
1897,ishares iboxx high yield corporate bond etf,ishares iboxx high yield corporate bond etf isin #us5 sedol #b1vz486,0.0392464678178964
1898,american funds europacific gr r4,af europac grth r4,0.06874328678839957
1899,vanguard emerging markets etf (vwo),vanguard ftse emrg etf,0.058309037900874626
1900,time warner inc. cmn,time warner inc usd0.01,0.19047619047619047
1901,starbucks corp. cmn,starbucks corp.,0.3755102040816327
1902,vang sm cap idx adm,vanguard small cap index adm,0.1673469387755102
1903,vanguard short term investment grade fund admiral,vanguard short-term invest-grade,0.06326530612244899
1904,royal dutch shell plc sponsored adr repstg a shs,royal dutch shell plc adr class a,0.06326530612244899
1905,bp plc spon adr,bp plc spons adr (britain),0.13265306122448978
1906,matthews asian fds asia small cos fd,matthews asia small co fd inv,0.08928571428571429
1907,zillow group inc cl c cap stk,zillow group inc - c,0.14842300556586271
1908,t. rowe price 2055 fund,trp retirement 2055,0.08928571428571429
1909,growth fund of america cl a,growth fund of america class a - american funds m/f,0.04244897959183674
1910,toyota motor corp sp adr rep2com,toyota motor corp adr,0.13265306122448978
1911,delaware value instl,delaware value cl a,0.3061224489795918
1912,t. rowe price health sciences,trp health sciences,0.14842300556586271
1913,pimco total ret fd instl,pimco total return a,0.19047619047619047
1914,ishares msci usa min volility etf,ishares msci usa min vol etf,0.3061224489795918
1915,price t rowe group inc,price t rowe group inc com,0.3755102040816327
1916,vnguard total bond market index adm,vanguard bond index total mkt investor,0.049689440993788817
1917,vanguard small-cap index adm,vanguard small cap index fund - admiral,0.11930926216640503
1918,verizon communicatns com,verizon communications vz,0.3061224489795918
1919,dfa us small cap value port instl,dfa us small cap value prtf instl,0.6530612244897959
1920,sprtn total mkt indx investor class,sptn tot mkt idx fai,0.0748299319727891
1921,vanguard total bond market index admiral,vanguard ttl bnd mrk indx inst,0.10787172011661807
1922,verizon communications vz,verizon communications div: 2.260,0.1673469387755102
1923,vanguard total bond market index-admiral,vang tot bd mk is pl,0.04591836734693877
1924,metropolitan west total return,metropolitan west fds total ret cl i,0.1673469387755102
1925,prudential jennison natural resource cl a,"prudential jennison natural resources fund, inc. class a",0.08928571428571429
1926,wisdomtree japan hedged equity -,wisdomtree japan hedged equity etf,0.4795918367346939
1927,pimco total return fd cl c,pimco total return r,0.2193877551020408
1928,breitburn energy partners lp c,atlas resource partners lp,0.08163265306122448
1929,macquarie infrastructure corp com,macquarie infrastructure,0.1673469387755102
1930,duke energy corp new div: 3.300,duke energy corp new com,0.14842300556586271
1931,apple inc.,apple inc -,0.6530612244897959
1932,ishares 7-10 yr treasury bnd e tf,ishares barclays 7-10 year treasury,0.058309037900874626
1933,ishares msci southkorea cp etf div: 1.202,ishares msci south korea capped etf,0.09795918367346938
1934,monsanto company cmn,mon dspp-common,0.10787172011661807
1935,ishares micro-cap etf,ishares micro cap etf,1.0
1936,ishares gold trust,ishares gold tr ishares,0.2193877551020408
1937,pnc financial services group cmn,pnc finl svcs group,0.10787172011661807
1938,harbor international fund,harbor international institutional fd,0.10787172011661807
1939,alps alerian mlp etf,alps trust etf alerian mlp,0.09795918367346938
